account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_x,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,churn_event_id,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,feature_events,total_feature_usage,support_ticket_count,Churn
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-467918,2024-12-19,,Pro,34,1666,19992,False,False,False,False,monthly,False,C-762dd4,features,0.0,False,False,False,too expensive,55,540,5.0,1
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-7f28f3,2024-10-18,,Pro,10,490,5880,False,True,True,False,annual,True,C-762dd4,features,0.0,False,False,False,too expensive,55,540,5.0,1
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-6ee6c9,2024-10-19,,Pro,53,2597,31164,False,False,False,False,annual,True,C-762dd4,features,0.0,False,False,False,too expensive,55,540,5.0,1
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-7c47af,2024-10-25,,Basic,18,342,4104,False,False,False,False,annual,True,C-762dd4,features,0.0,False,False,False,too expensive,55,540,5.0,1
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-67c2c9,2024-11-15,,Pro,7,343,4116,False,False,False,False,monthly,True,C-762dd4,features,0.0,False,False,False,too expensive,55,540,5.0,1
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-58d17c,2024-12-02,,Enterprise,2,398,4776,False,False,False,False,monthly,True,C-762dd4,features,0.0,False,False,False,too expensive,55,540,5.0,1
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-d18856,2024-10-05,,Enterprise,6,1194,14328,False,False,False,False,monthly,True,C-762dd4,features,0.0,False,False,False,too expensive,55,540,5.0,1
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-9f8593,2024-10-23,,Enterprise,2,0,0,True,False,False,False,monthly,True,C-762dd4,features,0.0,False,False,False,too expensive,55,540,5.0,1
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-3ae8d8,2024-10-02,,Enterprise,7,1393,16716,False,True,False,False,monthly,True,C-762dd4,features,0.0,False,False,False,too expensive,55,540,5.0,1
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,S-643ccd,2024-09-30,,Basic,16,304,3648,False,False,False,False,annual,False,,,,,,,,39,424,5.0,0
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,S-ec0efa,2024-04-04,,Basic,22,418,5016,False,False,False,False,monthly,True,,,,,,,,39,424,5.0,0
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,S-92e1fc,2024-04-13,,Pro,16,0,0,True,False,False,False,monthly,True,,,,,,,,39,424,5.0,0
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,S-41128b,2024-11-13,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,,,,,,,,39,424,5.0,0
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,S-6ce794,2024-02-20,,Basic,18,342,4104,False,True,False,False,monthly,False,,,,,,,,39,424,5.0,0
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,S-453f00,2023-08-18,2024-05-20,Pro,16,784,9408,False,True,True,True,monthly,True,,,,,,,,39,424,5.0,0
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,S-fcb954,2024-03-19,,Enterprise,16,3184,38208,False,False,False,False,annual,True,,,,,,,,39,424,5.0,0
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-69937b,2024-08-08,,Pro,14,686,8232,False,False,False,False,annual,False,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-69937b,2024-08-08,,Pro,14,686,8232,False,False,False,False,annual,False,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-7d55dc,2024-09-01,,Enterprise,30,5970,71640,False,False,False,False,annual,True,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-7d55dc,2024-09-01,,Enterprise,30,5970,71640,False,False,False,False,annual,True,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-711820,2024-09-02,,Basic,49,931,11172,False,False,False,False,annual,False,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-711820,2024-09-02,,Basic,49,931,11172,False,False,False,False,annual,False,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-d50f1d,2024-07-02,,Basic,29,0,0,True,False,False,False,annual,True,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-d50f1d,2024-07-02,,Basic,29,0,0,True,False,False,False,annual,True,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-39a28e,2024-12-26,,Enterprise,14,0,0,True,False,False,False,monthly,True,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-39a28e,2024-12-26,,Enterprise,14,0,0,True,False,False,False,monthly,True,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-8e3b74,2024-11-06,,Enterprise,29,5771,69252,False,False,False,False,monthly,False,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-8e3b74,2024-11-06,,Enterprise,29,5771,69252,False,False,False,False,monthly,False,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-7f219a,2024-09-28,,Pro,14,686,8232,False,False,False,False,monthly,True,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-7f219a,2024-09-28,,Pro,14,686,8232,False,False,False,False,monthly,True,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-bbe998,2024-07-01,,Pro,14,686,8232,False,False,False,False,annual,True,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-bbe998,2024-07-01,,Pro,14,686,8232,False,False,False,False,annual,True,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-6b534f,2024-12-31,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-6b534f,2024-12-31,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-42daaa,2024-08-07,,Basic,77,1463,17556,False,False,False,False,annual,False,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-42daaa,2024-08-07,,Basic,77,1463,17556,False,False,False,False,annual,False,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-101401,2024-12-05,,Pro,58,2842,34104,False,False,False,False,monthly,True,C-dcdebc,competitor,225.18,False,False,False,switched to competitor,63,651,3.0,1
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-101401,2024-12-05,,Pro,58,2842,34104,False,False,False,False,monthly,True,C-09b7c7,features,3.57,False,False,False,missing features,63,651,3.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-e51242,2023-11-13,,Enterprise,9,1791,21492,False,False,False,False,annual,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-426f2f,2024-03-08,,Enterprise,3,597,7164,False,False,False,False,annual,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-43cd30,2024-05-01,,Basic,37,0,0,True,True,False,False,annual,False,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-d7c21d,2024-12-17,,Basic,15,285,3420,False,False,False,False,monthly,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-87e8d3,2023-08-07,,Enterprise,4,796,9552,False,False,False,False,monthly,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-98126d,2024-09-09,,Basic,12,228,2736,False,False,False,False,monthly,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-8fd62c,2024-03-27,,Enterprise,2,398,4776,False,False,False,False,monthly,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-b362a5,2023-10-17,,Basic,44,836,10032,False,False,False,False,annual,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-2eb247,2024-02-01,2024-06-09,Enterprise,25,4975,59700,False,False,False,True,monthly,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-101324,2023-09-29,,Enterprise,24,4776,57312,False,False,False,False,monthly,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-da2f0b,2024-08-10,,Enterprise,12,2388,28656,False,True,False,False,annual,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-40adae,2024-01-26,,Basic,10,190,2280,False,False,False,False,monthly,True,C-ad7ea3,features,0.0,False,False,False,missing features,64,693,6.0,1
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,False,S-ea71b5,2023-12-12,,Enterprise,10,0,0,True,True,False,False,annual,True,C-a77cbf,unknown,0.0,False,False,True,too expensive,37,385,1.0,1
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,False,S-a80c62,2024-02-22,,Enterprise,12,2388,28656,False,True,False,False,monthly,True,C-a77cbf,unknown,0.0,False,False,True,too expensive,37,385,1.0,1
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,False,S-6bdda7,2024-06-03,,Pro,37,1813,21756,False,False,False,False,monthly,True,C-a77cbf,unknown,0.0,False,False,True,too expensive,37,385,1.0,1
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,False,S-55aa8a,2023-11-15,,Pro,60,0,0,True,False,False,False,monthly,True,C-a77cbf,unknown,0.0,False,False,True,too expensive,37,385,1.0,1
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,False,S-371662,2023-06-12,,Pro,54,2646,31752,False,False,False,False,monthly,True,C-a77cbf,unknown,0.0,False,False,True,too expensive,37,385,1.0,1
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,False,S-c9a968,2024-03-21,,Basic,8,152,1824,False,False,False,False,monthly,True,C-a77cbf,unknown,0.0,False,False,True,too expensive,37,385,1.0,1
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,False,S-ddbad0,2023-09-16,,Basic,42,798,9576,False,False,False,False,monthly,True,C-a77cbf,unknown,0.0,False,False,True,too expensive,37,385,1.0,1
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,5,False,False,S-fe3b71,2024-09-24,,Enterprise,37,0,0,True,False,False,False,monthly,True,C-8b229b,unknown,98.48,False,True,False,missing features,24,248,7.0,1
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,5,False,False,S-a9e864,2024-09-24,,Basic,17,0,0,True,False,False,False,annual,True,C-8b229b,unknown,98.48,False,True,False,missing features,24,248,7.0,1
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,5,False,False,S-df3e3d,2024-11-26,,Enterprise,13,0,0,True,False,False,False,annual,True,C-8b229b,unknown,98.48,False,True,False,missing features,24,248,7.0,1
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,5,False,False,S-90a2c8,2024-06-17,,Basic,24,456,5472,False,False,False,False,annual,True,C-8b229b,unknown,98.48,False,True,False,missing features,24,248,7.0,1
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,S-19b415,2023-05-28,,Basic,30,570,6840,False,False,False,False,annual,True,,,,,,,,39,376,8.0,0
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,S-3ab534,2024-01-07,,Enterprise,18,3582,42984,False,False,False,False,annual,False,,,,,,,,39,376,8.0,0
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,S-998ec2,2024-04-17,,Basic,5,95,1140,False,False,False,False,annual,True,,,,,,,,39,376,8.0,0
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,S-127844,2024-02-11,,Enterprise,7,1393,16716,False,False,False,False,monthly,True,,,,,,,,39,376,8.0,0
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,S-54a3ed,2024-07-21,,Pro,5,245,2940,False,False,False,False,monthly,True,,,,,,,,39,376,8.0,0
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,S-e4b8fd,2024-04-25,,Pro,53,2597,31164,False,False,False,False,monthly,False,,,,,,,,39,376,8.0,0
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,S-f53776,2023-09-06,,Basic,12,228,2736,False,False,False,False,monthly,True,,,,,,,,39,376,8.0,0
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,S-57800a,2024-09-08,,Basic,5,95,1140,False,False,False,False,annual,True,,,,,,,,39,376,8.0,0
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,S-f7b2fc,2024-07-25,2024-10-13,Enterprise,13,2587,31044,False,False,False,True,monthly,True,,,,,,,,39,376,8.0,0
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-49aa80,2024-12-22,2024-12-30,Pro,3,147,1764,False,False,True,True,monthly,True,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-feb4b0,2024-07-12,,Enterprise,10,1990,23880,False,False,False,False,annual,True,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-bdd5df,2024-07-18,,Enterprise,25,4975,59700,False,False,False,False,monthly,False,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-d4a76b,2024-09-23,,Basic,29,551,6612,False,True,False,False,monthly,True,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-c45df0,2024-11-15,,Enterprise,3,597,7164,False,False,False,False,monthly,False,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-106283,2024-07-27,,Enterprise,23,4577,54924,False,False,False,False,annual,True,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-c23126,2024-10-31,,Enterprise,11,2189,26268,False,False,False,False,annual,False,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-a50803,2024-12-23,,Basic,66,0,0,True,False,False,False,annual,True,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-0e12d4,2024-08-02,,Pro,13,637,7644,False,False,False,False,monthly,True,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-0802a4,2024-08-24,,Pro,79,3871,46452,False,False,False,False,annual,True,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-646813,2024-09-14,,Enterprise,14,0,0,True,False,False,False,monthly,True,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-617065,2024-10-01,,Enterprise,3,597,7164,False,True,False,False,annual,True,C-d84a6d,pricing,0.0,False,False,False,missing features,71,733,4.0,1
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,False,S-bbafad,2024-12-27,2024-12-30,Basic,20,380,4560,False,False,False,True,annual,True,C-26865a,support,8.47,True,False,False,switched to competitor,24,248,5.0,1
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,False,S-b32512,2024-12-25,,Enterprise,20,3980,47760,False,False,False,False,monthly,True,C-26865a,support,8.47,True,False,False,switched to competitor,24,248,5.0,1
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,False,S-676254,2024-12-31,,Pro,20,980,11760,False,False,False,False,annual,True,C-26865a,support,8.47,True,False,False,switched to competitor,24,248,5.0,1
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,False,S-3d6100,2024-12-24,,Pro,20,980,11760,False,False,False,False,annual,True,C-26865a,support,8.47,True,False,False,switched to competitor,24,248,5.0,1
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,False,S-6c625e,2024-12-15,,Pro,91,4459,53508,False,False,False,False,monthly,False,C-26865a,support,8.47,True,False,False,switched to competitor,24,248,5.0,1
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,False,S-6d4050,2024-12-09,,Enterprise,20,3980,47760,False,False,False,False,monthly,True,C-26865a,support,8.47,True,False,False,switched to competitor,24,248,5.0,1
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-dd3b36,2024-11-26,2024-12-06,Basic,4,76,912,False,False,False,True,monthly,True,,,,,,,,62,647,5.0,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-009027,2024-10-28,,Enterprise,9,1791,21492,False,False,False,False,annual,True,,,,,,,,62,647,5.0,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-001561,2024-12-12,,Enterprise,6,1194,14328,False,False,False,False,annual,True,,,,,,,,62,647,5.0,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-467d4a,2024-11-14,,Pro,9,441,5292,False,False,False,False,annual,True,,,,,,,,62,647,5.0,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-af430c,2024-12-29,,Pro,11,539,6468,False,False,False,False,monthly,True,,,,,,,,62,647,5.0,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-396a83,2024-11-28,,Enterprise,4,796,9552,False,False,False,False,monthly,True,,,,,,,,62,647,5.0,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-94fa70,2024-12-30,,Pro,41,2009,24108,False,False,False,False,monthly,True,,,,,,,,62,647,5.0,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-06770c,2024-11-15,,Basic,81,1539,18468,False,False,False,False,monthly,True,,,,,,,,62,647,5.0,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-f932c0,2024-11-02,,Basic,14,0,0,True,False,False,False,annual,True,,,,,,,,62,647,5.0,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-5bbb53,2024-12-03,,Pro,4,196,2352,False,False,False,False,annual,True,,,,,,,,62,647,5.0,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-d91f4c,2024-11-15,2024-11-15,Basic,10,190,2280,False,False,True,True,monthly,True,,,,,,,,62,647,5.0,0
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-d02277,2024-06-11,,Enterprise,92,18308,219696,False,True,False,False,monthly,True,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-d02277,2024-06-11,,Enterprise,92,18308,219696,False,True,False,False,monthly,True,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-afea79,2024-08-16,,Pro,32,1568,18816,False,True,False,False,annual,False,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-afea79,2024-08-16,,Pro,32,1568,18816,False,True,False,False,annual,False,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-22365f,2023-06-11,,Enterprise,32,6368,76416,False,False,False,False,annual,True,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-22365f,2023-06-11,,Enterprise,32,6368,76416,False,False,False,False,annual,True,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-597873,2024-07-09,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-597873,2024-07-09,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-62af97,2023-06-30,,Pro,46,2254,27048,False,False,False,False,annual,False,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-62af97,2023-06-30,,Pro,46,2254,27048,False,False,False,False,annual,False,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-1883dc,2024-02-28,,Basic,56,1064,12768,False,False,False,False,annual,True,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-1883dc,2024-02-28,,Basic,56,1064,12768,False,False,False,False,annual,True,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-e5bed6,2024-11-23,,Pro,58,2842,34104,False,False,False,False,annual,True,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-e5bed6,2024-11-23,,Pro,58,2842,34104,False,False,False,False,annual,True,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-00866d,2023-10-31,,Basic,32,608,7296,False,False,False,False,annual,True,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-00866d,2023-10-31,,Basic,32,608,7296,False,False,False,False,annual,True,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-3a57be,2024-05-15,,Pro,32,1568,18816,False,False,False,False,monthly,True,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-3a57be,2024-05-15,,Pro,32,1568,18816,False,False,False,False,monthly,True,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-0ab9fb,2024-10-22,,Pro,65,3185,38220,False,False,False,False,annual,True,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-0ab9fb,2024-10-22,,Pro,65,3185,38220,False,False,False,False,annual,True,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-27e9ad,2023-10-18,,Basic,32,608,7296,False,False,False,False,annual,True,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-27e9ad,2023-10-18,,Basic,32,608,7296,False,False,False,False,annual,True,C-307676,unknown,0.0,True,False,False,missing features,67,706,4.0,1
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-42f3be,2024-04-29,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,C-dfe189,features,72.19,True,False,False,,67,706,4.0,1
